Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
02-12-2022,318.7,323.9,318,319.05,320.33,180008,2418,57662008,38493,21.38,5.9,0.35
01-12-2022,316.3,321.9,315.1,320.9,317.86,503855,7396,160157082,166157,32.98,6.8,4.6
30-11-2022,323.45,323.5,312.7,314.8,316.51,298400,3475,94446324,130289,43.66,10.8,-8.65
29-11-2022,323.55,326.55,321,321.45,323.58,166316,2394,53816060,39660,23.85,5.55,-2.1
28-11-2022,326.2,328.45,322.5,323.9,325.01,369606,5039,120124115,164609,44.54,5.95,-2.3
25-11-2022,328.3,334,324.55,326.85,329.44,289907,3461,95508252,60337,20.81,9.45,-1.45
24-11-2022,325,329.5,324.8,328.3,327.71,444728,5725,145741501,152258,34.24,4.7,3.3
23-11-2022,320.3,326.55,319,325,323.8,321730,4131,104175962,73063,22.71,7.55,4.7
22-11-2022,315,319.6,312.55,318.55,316.04,484272,6482,153049333,195117,40.29,7.05,3.55
21-11-2022,308.05,315.3,306.3,314.25,311.83,316379,3850,98655492,86454,27.33,9,6.2
18-11-2022,307.75,312.45,305.75,309.3,308.45,324276,4187,100023881,101574,31.32,6.7,1.55
17-11-2022,305.5,309.65,305.45,307.3,307.29,158639,2065,48748611,29118,18.35,4.2,1.8
16-11-2022,308.5,311,304.25,306.95,307.75,189844,2499,58425103,34608,18.23,6.75,-1.55
15-11-2022,304,309.9,303.25,309.25,306.84,345359,4338,105968250,130376,37.75,6.65,5.25
14-11-2022,302.95,306.3,300.85,304.3,303.61,224803,2765,68252412,34730,15.45,5.45,1.35
11-11-2022,313.15,313.55,303.55,304.35,307,344873,3834,105877155,60027,17.41,10,-8.8
10-11-2022,312.85,314.9,303.25,306.9,308.6,394260,4787,121667797,90624,22.99,11.65,-5.95
09-11-2022,312,315.55,308,313.9,312.35,626826,7409,195790466,192296,30.68,7.55,1.9
07-11-2022,300.2,311.8,300.2,309.45,308.17,724639,6802,223310101,154161,21.27,11.6,9.25
04-11-2022,295.55,300.6,295.25,296.9,297.63,840855,7814,250260721,219105,26.06,5.35,1.35
03-11-2022,288,298.15,288,295.1,294.93,703697,7449,207544140,212664,30.22,10.15,7.1
02-11-2022,291.65,294.4,289.75,291.5,292.07,344273,3946,100552422,68751,19.97,4.65,-0.15
01-11-2022,291,297.35,288.8,291.9,293.14,510407,5489,149620344,76542,15,8.55,0.9
31-10-2022,290,291.45,285.25,290.25,288.88,502310,4186,145107123,106832,21.27,6.2,0.25
28-10-2022,289.6,293.7,285.8,287.8,289.76,1007623,10066,291972607,243362,24.15,7.9,-1.8
27-10-2022,284.8,292,284.15,289.6,288.52,1317487,11491,380116451,370902,28.15,7.85,4.8
25-10-2022,270.5,287.95,266.85,284.3,275.86,2546547,10005,702494275,1364787,53.59,21.1,13.8
24-10-2022,271.1,272.95,269,270.2,270.94,319119,5213,86463277,185041,57.98,3.95,-0.9
21-10-2022,260,270.9,259.35,268.6,266.85,1824396,15597,486834206,763709,41.86,11.55,8.6
20-10-2022,247.3,260.2,238.8,258.9,251.9,2178850,18705,548846800,578480,26.55,21.4,11.6
19-10-2022,250.3,255.15,246.5,249.95,249.51,595209,6072,148511222,143305,24.08,8.65,-0.35
18-10-2022,239.35,251,239.35,250.2,246.29,1200618,11365,295694886,552237,46,11.65,10.85
17-10-2022,225,238.25,223.3,237.45,229.56,1794075,6061,411842835,1281294,71.42,14.95,12.45
14-10-2022,228.2,230.9,225.75,226.65,228.44,371651,4272,84898650,161416,43.43,5.15,-1.55
13-10-2022,224.05,226.55,221,223.55,223.13,324549,3225,72417547,136908,42.18,5.55,-0.5
12-10-2022,223.05,227,222.4,226,224.82,341574,3282,76791596,57188,16.74,4.6,2.95
11-10-2022,227.35,228.5,221.9,222.6,226.95,762231,2244,172990115,604930,79.36,6.6,-4.75
10-10-2022,226.3,229.8,223.2,227.6,226.84,332558,4144,75438259,81180,24.41,6.6,1.3
07-10-2022,226.75,229.6,222.75,229.1,225.81,466976,4946,105448710,110073,23.57,6.85,2.35
06-10-2022,228.9,231.45,226.4,227.05,229.45,367120,4580,84235079,91139,24.83,5.05,-1.85
04-10-2022,226.05,231,224.95,227.25,227.51,382967,4452,87130715,60998,15.93,6.05,1.2
03-10-2022,227.9,231.2,220.5,222.35,226.59,678904,6635,153831585,78302,11.53,10.7,-5.55
30-09-2022,215.25,230,214.35,228.7,224.71,1160769,10608,260842007,294099,25.34,15.65,13.45
29-09-2022,214.6,219.3,212.75,215.4,215.85,711482,7226,153570388,149727,21.04,6.55,0.8
28-09-2022,210.35,214.05,207.45,210.15,211.09,574722,7964,121319162,108759,18.92,6.6,-0.2
27-09-2022,219.15,221.95,213.1,214.35,217.89,451456,6880,98365599,133692,29.61,8.85,-4.8
26-09-2022,226.1,227.45,216.35,217.15,220.08,666933,10243,146778416,,,11.1,-8.95
23-09-2022,241.2,243.25,228.25,229.15,234.06,399580,5764,93524639,118452,29.64,15,-12.05
22-09-2022,245,249.2,240.4,242.9,244.75,513571,6157,125696034,91896,17.89,8.8,-2.1
21-09-2022,248.7,251,244.6,247.45,248.1,267413,2673,66345781,101240,37.86,6.4,-1.25
20-09-2022,247.35,251.4,247.1,248.55,249.43,521144,5034,129987925,206646,39.65,4.3,1.2
19-09-2022,241.65,253.2,241.4,247.1,247.69,1197909,8608,296705542,737749,61.59,11.8,5.45
16-09-2022,249.25,254.4,241.1,244.45,247.1,475463,7011,117484592,150294,31.61,13.3,-4.8
15-09-2022,255.7,257.55,250.75,252.85,253.86,403668,6619,102476496,138412,34.29,6.8,-2.85
14-09-2022,240.8,257.4,240.8,255.45,251.08,616586,6215,154814956,164386,26.66,16.6,14.65
13-09-2022,246.05,249,246.05,246.8,247.59,355551,4089,88032191,173803,48.88,2.95,0.75
12-09-2022,244.5,249.15,243.5,247.15,245.53,164192,2083,40313472,40918,24.92,5.65,2.65
09-09-2022,246.1,249.65,243.05,243.5,246.18,350409,3159,86262548,93388,26.65,6.6,-2.6
08-09-2022,243.15,247,242.75,244.95,244.75,259851,3687,63599610,70633,27.18,4.25,1.8
07-09-2022,243.5,244.4,240.45,241,242.08,234059,3823,56662014,71665,30.62,3.95,-2.5
06-09-2022,245.65,247.5,241.9,244.35,244.91,200608,3118,49130167,42588,21.23,5.6,-1.3
05-09-2022,243.5,247.5,243.4,245.25,245.72,356129,4553,87507052,166071,46.63,4.1,1.75
02-09-2022,247.95,247.95,240.75,243.8,244.18,275925,3040,67374077,,,7.2,-4.15
01-09-2022,239,246.5,237.55,244.45,243.99,705978,8422,172254326,308177,43.65,8.95,5.45
30-08-2022,236.3,242.45,236.3,241.1,240.28,786212,8011,188914778,385600,49.05,6.15,4.8
29-08-2022,230.55,235.75,229.45,235.1,233.35,207704,2922,48467731,53408,25.71,6.3,4.55
26-08-2022,241.9,244.5,238.8,239.45,241.5,340920,4100,82330534,79312,23.26,5.7,-2.45
25-08-2022,233.9,241.95,233,238.65,239.17,1185221,13051,283474657,663881,56.01,8.95,4.75
24-08-2022,229.7,232.45,227.3,232.1,230.52,266801,3436,61502669,55538,20.82,5.15,2.4
23-08-2022,219.1,229.9,219.1,228.9,226.06,681603,6967,154085847,184394,27.05,10.8,9.8
22-08-2022,229,229.2,221.3,222.05,224.77,554551,8384,124645954,162530,29.31,7.9,-6.95
19-08-2022,240.4,240.45,229.95,230.75,233.5,366721,4412,85631109,112135,30.58,10.5,-9.65
18-08-2022,240,241.9,237.65,239.9,239.72,647950,6378,155328869,234197,36.14,4.25,-0.1
17-08-2022,232.35,240.05,232.25,239.25,236.25,417516,4476,98636171,129659,31.05,7.8,6.9
16-08-2022,231.5,234.1,230.55,232.05,231.98,174701,2161,40526855,37636,21.54,3.55,0.55
12-08-2022,230.55,234.2,230.05,230.95,232.39,277613,2573,64513361,77109,27.78,4.15,0.4
11-08-2022,226.65,234.6,226.65,230.75,231.51,381996,3836,88437071,108308,28.35,7.95,4.1
10-08-2022,225.7,227.15,223.1,225.3,225.65,354056,3503,79894153,115932,32.74,4.05,-0.4
08-08-2022,221.5,227.15,219.25,225.1,223.97,349250,4356,78221701,134387,38.48,7.9,3.6
05-08-2022,225,228.6,220.6,221.3,225.3,559037,6341,125951081,204812,36.64,8,-3.7
04-08-2022,234,234.3,220.2,224.65,225.95,672283,7718,151901373,191077,28.42,14.1,-9.35
03-08-2022,234,234.3,229.95,232,231.54,327973,2925,75939099,56432,17.21,4.35,-2
02-08-2022,225,236,223.7,233.15,231.74,693097,6215,160617525,190710,27.52,12.3,8.15
01-08-2022,223.5,226.55,221.05,224.95,224.46,297566,2473,66792708,68473,23.01,5.5,1.45
29-07-2022,227.3,228.6,221.65,222,224.8,345700,3108,77712734,136490,39.48,6.95,-5.3
28-07-2022,229.45,230,224.3,226.1,227.33,613353,5734,139435544,195631,31.9,5.7,-3.35
27-07-2022,221.8,227.95,220.7,227.15,224.97,294703,2681,66298953,81130,27.53,7.25,5.35
26-07-2022,225.9,226,220.25,221.5,222.1,393176,5092,87323995,116306,29.58,5.75,-4.4
25-07-2022,229.1,234.45,220.75,224.7,226.67,903775,7959,204858125,130000,14.38,13.7,-4.4
22-07-2022,228.05,232,226.75,229,229.26,769362,6623,176380809,215947,28.07,5.25,0.95
21-07-2022,220,228.6,219.25,226.3,224.34,418193,4996,93819439,147709,35.32,9.35,6.3
20-07-2022,225,225.55,218.7,219.6,222.47,598924,7085,133245241,259503,43.33,6.85,-5.4
19-07-2022,214,223.6,212.45,223.15,218.63,956022,10615,209016323,466705,48.82,11.15,9.15
18-07-2022,208.65,214.95,206.8,214.5,211.37,373906,4276,79030953,148857,39.81,8.15,5.85
15-07-2022,209.1,212.15,203.65,206.05,206.42,347668,4504,71766813,96486,27.75,8.5,-3.05
14-07-2022,217,217.65,206.4,209.5,211.33,708963,8712,149826419,254809,35.94,11.25,-7.5
13-07-2022,218.5,220.95,216.6,218.3,218.65,304621,3595,66606016,56729,18.62,4.35,-0.2
12-07-2022,215.25,221.35,214.2,216.6,218.73,624780,7158,136660897,229799,36.78,7.15,1.35
11-07-2022,209.4,217.55,208.95,216.95,214.06,396386,4964,84851240,66003,16.65,8.6,7.55
08-07-2022,209,212,206.4,210.85,208.4,617682,7054,128726033,194678,31.52,5.6,1.85
07-07-2022,194,209.4,194,208.55,204,1003334,12277,204684002,448875,44.74,15.4,14.55
06-07-2022,189,193.65,188.85,192.8,190.93,175041,2329,33421384,48399,27.65,4.8,3.8
05-07-2022,189.05,192.15,188.6,189,190.26,164231,2235,31246634,42592,25.93,3.55,-0.05
04-07-2022,186,189.55,185.1,188.25,187.4,227946,3587,42716121,83472,36.62,4.45,2.25
01-07-2022,181.25,185.8,178.5,185.05,181.54,253073,3851,45942705,75703,29.91,7.3,3.8
30-06-2022,186.3,187.9,180.5,181.25,184.12,156768,2590,28863505,37751,24.08,7.4,-5.05
29-06-2022,186.9,186.9,184.05,186.2,185.52,297131,3506,55123004,103032,34.68,2.85,-0.7
28-06-2022,187.95,189,186.65,187.8,187.97,261077,3154,49074413,63345,24.26,2.35,-0.15
27-06-2022,188,190.1,187.15,187.7,188.35,295775,3606,55710505,85124,28.78,2.95,-0.3
24-06-2022,184.45,186.65,183.55,185.95,185.13,202367,2459,37463579,35392,17.49,3.1,1.5
23-06-2022,180.5,184.7,179,181.7,182.05,192933,3006,35123167,24718,12.81,5.7,1.2
22-06-2022,182,183.15,179.35,180.7,181.02,247411,4570,44785980,71300,28.82,3.8,-1.3
21-06-2022,175.5,183.3,175.5,182.55,179.86,244239,3875,43928097,87861,35.97,7.8,7.05
20-06-2022,181.55,183,171.7,174.45,175.82,459968,9164,80869845,136135,29.6,11.3,-7.1
17-06-2022,181.6,184,178.6,181.05,181.17,392388,6253,71087109,91851,23.41,5.4,-0.55
16-06-2022,191.4,192.35,180.1,181.05,185.45,492715,9207,91373337,175013,35.52,12.25,-10.35
15-06-2022,192,193.5,188,188.3,190.57,418955,5655,79838657,144538,34.5,5.5,-3.7
14-06-2022,198,201.15,195.75,197.15,198.38,197504,2115,39180067,43675,22.11,5.4,-0.85
13-06-2022,200,203.45,195.3,197.2,197.96,444771,6461,88047065,164129,36.9,8.15,-2.8
10-06-2022,205,208.8,204.7,208.05,207.29,139352,1940,28886465,24625,17.67,4.1,3.05
09-06-2022,209.9,211.1,204.25,207.45,206.88,356160,4912,73683963,95725,26.88,6.85,-2.45
08-06-2022,210.45,213.65,207.65,210.95,211.04,393860,4284,83120739,133487,33.89,6,0.5
07-06-2022,208.15,213.2,207.4,209.1,210.08,262242,3751,55091580,70587,26.92,5.8,0.95
06-06-2022,210,211.85,205.9,210.3,208.44,354271,3791,73845771,91530,25.84,5.95,0.3
03-06-2022,214.9,215.95,210.55,211.1,213.71,219365,2268,46879635,53018,24.17,5.4,-3.8
02-06-2022,209.05,214.4,208.85,213.5,212.24,437383,3673,92829734,114639,26.21,5.55,4.45
01-06-2022,201.8,210.2,201.8,208.65,207.03,257597,2208,53329248,93163,36.17,8.4,6.85
31-05-2022,208.2,210.45,203.9,204.95,207.58,469948,5145,97553533,146720,31.22,6.55,-3.25
30-05-2022,201.4,209.55,200.65,209,205.28,485643,4282,99691992,125299,25.8,8.9,7.6
27-05-2022,198,202,196,198,198.62,497197,5724,98753500,141573,28.47,6,0
26-05-2022,188.9,197.5,183.7,195.8,190.34,724446,9706,137891698,231712,31.98,13.8,6.9
25-05-2022,191.65,195.4,185.55,186.25,190.29,559940,8423,106551394,192076,34.3,9.85,-5.4
24-05-2022,191.1,194.7,189.2,189.75,192.16,398177,5964,76514511,110444,27.74,5.5,-1.35
23-05-2022,195.05,197.5,190,190.65,194.53,554151,7677,107798782,131544,23.74,7.5,-4.4
20-05-2022,191.5,194.8,190.3,194.45,192.64,300145,3390,57820540,67551,22.51,4.5,2.95
19-05-2022,191.2,193.9,185.6,186.85,189.22,936273,12358,177163126,294934,31.5,8.3,-4.35
18-05-2022,203.7,205.6,196.5,197.15,200.53,505109,5285,101291800,145919,28.89,9.1,-6.55
17-05-2022,200,203.3,195.55,202.6,199.37,628810,6604,125363804,226134,35.96,7.75,2.6
16-05-2022,195.8,199.4,192.6,197.85,197.14,475853,5561,93809395,104141,21.89,6.8,2.05
13-05-2022,195.25,202.5,192.1,193.3,198.25,914752,11010,181351515,255398,27.92,10.4,-1.95
12-05-2022,200.8,200.8,191.2,192.9,194.72,416112,5190,81025219,81410,19.56,9.6,-7.9
11-05-2022,202.9,203.7,193.85,202.15,199.6,749414,10077,149585635,244096,32.57,9.85,-0.75
10-05-2022,200.7,205.6,198.8,199.75,202.58,669945,9550,135717409,224902,33.57,6.8,-0.95
09-05-2022,219.2,219.25,199.85,201.45,205.06,1078349,13528,221125835,349609,32.42,19.4,-17.75
06-05-2022,220,224.7,212.6,219.2,219.06,1051332,10060,230308164,202741,19.28,12.1,-0.8
05-05-2022,226.6,231.4,223.55,224.65,227.87,405810,5496,92472527,100391,24.74,7.85,-1.95
04-05-2022,231.05,235.8,221.15,222.9,230.17,464681,6655,106955788,119424,25.7,14.65,-8.15
02-05-2022,226.35,230.6,226.1,230,228.64,213715,2034,48864664,30560,14.3,4.5,3.65
29-04-2022,234.75,237.05,228.55,229.65,233.42,185689,2579,43343103,38522,20.75,8.5,-5.1
28-04-2022,234.8,234.8,229.25,233,231.72,273876,2032,63462944,57490,20.99,5.55,-1.8
27-04-2022,234,235.05,228.2,231.65,231.61,150295,2250,34809427,34287,22.81,6.85,-2.35
26-04-2022,231.75,236.4,230.8,235.5,234.42,267110,2668,62615670,33036,12.37,5.6,3.75
25-04-2022,232.4,232.4,226.35,227.95,229.27,390982,3830,89640457,195249,49.94,6.05,-4.45
22-04-2022,235.95,237.7,232.7,233.25,235.41,190794,2141,44914680,39668,20.79,5,-2.7
21-04-2022,235.95,238.5,235.15,237.9,236.78,179926,1921,42603574,40100,22.29,3.35,1.95
20-04-2022,237,237.8,231.9,232.8,234.81,309951,3085,72780691,52549,16.95,5.9,-4.2
19-04-2022,235.95,243.4,231.05,234.25,237.37,298553,3162,70866262,57885,19.39,12.35,-1.7
18-04-2022,240,240,231.15,234.2,234.68,315649,3076,74076816,85623,27.13,8.85,-5.8
13-04-2022,242.1,246.25,241.05,242.4,243.74,345630,3985,84243677,78571,22.73,5.2,0.3
12-04-2022,246.05,246.05,237.5,241.55,241.7,277495,3960,67070974,49439,17.82,8.55,-4.5
11-04-2022,249.9,251.75,245.6,246.05,248.89,234301,3030,58314677,91286,38.96,6.15,-3.85
08-04-2022,248.15,249.8,246,248.3,248.25,349949,4629,86874423,133148,38.05,3.8,0.15
07-04-2022,246.5,252.5,243.8,246.75,248.59,687041,8053,170793319,240348,34.98,8.7,0.25
